variable_set|section|subsection|variable_name|polity_name|polity_new_ID|predecessor|successor|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference|name|transition_year|confidence|is_disputed|is_uncertain|expert_checked
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|Olympius|Theodore I Calliopas|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|653|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Aripert I|Perctarit and Godepert|A|P|P|P|A|A|A|A|A||661|Confident|||False
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|Theodore I Calliopas|Gregory|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|666|Confident|||False
Crisisdb|Power Transitions||Power Transition|Yemen Hijaz|sa_rashidun_dyn|Ali|Muawiya I|IP|P|P|P|A|A|A|A|A|None|661|Confident|||False
Crisisdb|Power Transitions||Power Transition|Middle Merovingian|fr_merovingian_emp_2|Chlothar III|Theuderic III|A|IA|IA|IA|IA|IA|IA|IA|IA|None|673|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Classic Tikal|gt_tikal_early_classic|"Nuun Ujol Chaak (""Shield Skull"")"|Jasaw Chan K'awiil I (Ruler A or Ah Cacao)|SU|SU|IP|SU|SU|SU|SU|SU|SU|None|679|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Perctarit and Godepert|Grimoald I|P|P|P|P|A|A|A|A|A||662|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Muawiya I|Yazid I|P|A|A|P|P|A|A|A|A|None|680|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Grimoald I|Garibald|A|P|P|P|A|A|A|A|A||672|Confident|||False
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|Gregory|Theodore II|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|678|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Pallava Empire|in_pallava_emp_2|Mahendravarman II|Parmeshvarvarman I|SU|SU|A|SU|U|U|A|A|SU||670|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Constantine IV|Justinian II, Rhinotmetus|A|A|A|A|A|A|A|A|A|None|685|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pandya Dynasty|in_pandya_emp_2|Arikesari Marvarman|Kochchddaiyan Randhir|P|A|A|U|A|A|A|P|P||700|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Late Pallava Empire|in_pallava_emp_2|Parmeshvarvarman I|Narsimhavarman II|P|P|SU|SU|SU|SU|SU|P|P||700|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Garibald|Perctarit|IP|IP||IP|A|A|A|A|A||672|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Perctarit|Cunincpert|A|A|A|A|A|A|A|A|A||688|Confident|||False
Crisisdb|Power Transitions||Power Transition|Middle Merovingian|fr_merovingian_emp_2|Theuderic III|Childeric II|P|P|A|P|A|A|IA|IA|IA|None|673|Confident|||False
Crisisdb|Power Transitions||Power Transition|Middle Merovingian|fr_merovingian_emp_2|Childeric II|Theuderic III|P|P|P|IA|IP|IA|IA|IP|IP|Battle of Lucofao|675|Confident|||False
Crisisdb|Power Transitions||Power Transition|Middle Merovingian|fr_merovingian_emp_2|Theuderic III|Chlodovech (Clovis) IV|A|IA|IA|IA|IA|IA|IA|IA|IA|None|690|Confident|||False
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|Theodore II|John II Platyn|A|A|A|A|A|A|A|A|A|None|687|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Yazid I|Abd Al-Zubayr|P|A|A|P|A|A|A|A|A|None|683|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Classic Tikal|gt_tikal_late_classic|Jasaw Chan K'awiil I (Ruler A or Ah Cacao)|Yik'in Chan K'awiil (Ruler B)|A|A|A|A|A|A|A|A|A|None|734|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Abd Al-Zubayr|Abd al-Malik|P|P|P|A|A|A|A|P|P|None|691|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty I|cn_tang_dyn_1|Zhongzong of Tang (Liu Xiu)|Ruizong of Tang (Li Dan, Jui Tsung)|A|P|A|P|A|A|A|A|A|None|684|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty I|cn_tang_dyn_1|Ruizong of Tang (Li Dan, Jui Tsung)|Wu Zhao, Empress Regnant of the Zhou Dynasty (Wu Zetain, Wu Hou)|A|P|A|P|A|A|A|A|A|None|690|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Justinian II, Rhinotmetus|Leontius|P|P|A|P|P|P|A|A|A|None|695|Confident|||False
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|John II Platyn|Theophylactus|P|A|A|A|P|A|IP|A|A|None|702|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Cunincpert|Liutpert|A|A|A|A|A|A|A|A|A||700|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-Carolingian|fr_merovingian_emp_3|Chlodovech (Clovis) IV|Childebert III|A|IA|IA|IA|IA|IA|IA|IA|IA|None|694|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty I|cn_tang_dyn_1|Wu Zhao, Empress Regnant of the Zhou Dynasty (Wu Zhao, Wu Hou)|Zhongzong of Tang (Liu Xiu)|A|P|A|P|A|A|A|A|A|None|705|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Abd al-Malik|Al-Walid I|A|A|A|A|A|A|A|A|A|None|705|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-Carolingian|fr_merovingian_emp_3|Childebert III|Dagobert III|A|IA|IA|IA|IA|IA|IA|IA|IA|None|711|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Leontius|Tiberius III (Apsimar)|P|P|A|P|P|A|A|A|A|None|698|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Tiberius III (Apsimar)|Justinian II (restored)|P|P|P|P|P|A|A|P|P|None|705|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Liutpert|Raginpert|P|P|A|P|A|A|A|A|A||700|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Raginpert|Aripert II|A|A|A|A|A|A|A|A|A||700|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Aripert II|Ansprand|A|P|P|P|A|A|A|A|A||712|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Pallava Empire|in_pallava_emp_2|Narsimhavarman II|Parmeshvarvarman II|A|A|A|SU|SU|SU|SU|A|A||728|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Pandya Dynasty|in_pandya_emp_2|Kochchddaiyan Randhir|Marvarman Rajasimha I|P|U|U||A|A|A|A|A||730|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|Theophylactus|John III Rizocopus|P|A|A|A|A|IP|P|A|A|None|710|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty I|cn_tang_dyn_1|Zhongzong of Tang (Liu Xiu)|Ruizong of Tang (Li Dan, Jui Tsung)|A|P|P|A|A|A|A|A|A|None|710|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Justinian II (restored)|Philippicus (Bardanes)|P|P|P|P|P|A|A|P|P|None|711|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Al-Walid I|Sulayman|P|A|A|P|A|A|A|A|A|None|715|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nara Kingdom|jp_nara|Empress Genmei|Empress Genshō|A|A|A|A|A|A|A|A|A|None|715|Confident|||False
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|John III Rizocopus|Scholasticus|P|A|P|A|A|A|A|A|A|None|711|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty I|cn_tang_dyn_1|Ruizong of Tang (Li Dan, Jui Tsung)|Xuanzong of Tang (Ming of Tang,  Li Longji, Hsuan Tsung)|A|A|A|A|A|A|A|A|A|None|712|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Philippicus (Bardanes)|Anastasius II (Artemius)|P|P|SU|A|P|P|A|A|A|None|713|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-Carolingian|fr_merovingian_emp_3|Dagobert III|Chilperic II|P|A|A|P|P|A|P|A|A|Frankish Civil War (715–718) , Battle of Soissons (718)|715|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Ansprand|Liutprand|A|A|A|A|A|A|A|A|A||712|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Liutprand|Hildeprand|A|A|A|A|A|A|A|A|A||744|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty I|cn_tang_dyn_1|Xuanzong of Tang (Ming of Tang,  Li Longji, Hsuan Tsung)|Suzong of Tang (Li Heng, Su Tsung)|A|P|A|P|A|P|A|A|A|An Lushan / Anshi Rebellion|756|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Anastasius II (Artemius)|Theodosius III|P|P|A|A|P|A|A|A|A|None|715|Confident|||False
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|Scholasticus|Paul|A|A|A|A|A|A|A|A|A|None|723|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Sulayman|Umar II|A|A|A|A|A|A|A|A|A|None|717|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Theodosius III|Leo III, the Syrian|P|P|A|A|P|A|A|A|A|None|717|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-Carolingian|fr_merovingian_emp_3|Chilperic II|Theuderic IV|A|A|A|A|A|A|IA|A|A|None|721|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nara Kingdom|jp_nara|Empress Genshō|Shōmu|A|A|A|A|A|A|A|A|A|None|724|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|Sanjaya / Rahyangta|Panangkaran|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|746|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Umar II|Yazid II|A|A|A|A|A|A|A|A|A|None|720|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Leo III, the Syrian|Constantine V|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|741|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Yazid II|Hisham|A|A|A|A|A|A|A|A|A|None|724|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-Carolingian|fr_merovingian_emp_3|Theuderic IV|Interregnum|P|A|A|P|A|A|P|A|A|Revolts in Germany|737|Confident|||False
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|Paul|Eutychius|P|IA|P|A|P|P|P|A|A|None|727|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Hisham|Al-Walid II|P|A|A|P|A|A|A|A|A|None|743|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nara Kingdom|jp_nara|Shōmu|Empress Kōken (later Empress Shotoku)|A|A|A|A|A|A|A|A|A|None|749|Confident|||False
Crisisdb|Power Transitions||Power Transition|Exarchate of Ravenna|it_ravenna_exarchate|Eutychius|Stephen II|P|P|A|A|A|A|A|P|A|None|752|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Pallava Empire|in_pallava_emp_2|Parmeshvarvarman II|Nandivarman II|P|P|U|U|SU|SU|SU|P|P||730|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|Naghabata I|Kakustha|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|760|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pandya Dynasty|in_pandya_emp_2|Marvarman Rajsimha I|Vargun I|P|A|A|U|U|P|P|P|U||765|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Late Pallava Empire|in_pallava_emp_2|Nandivarman II|Dantivarman|P|P|A|SU|SU|SU|SU|P|P||800|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Late Classic Tikal|gt_tikal_late_classic|Yik'in Chan K'awiil (Ruler B)|Temple VI Ruler|A|A|A|A|A|A|A|A|A|None|766|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|Dantidurga II|Krishna I|DIS|DIS|IA|DIS|DIS|IA|IA|IA|IA|None|756|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-Carolingian|fr_merovingian_emp_3|Interregnum|Childeric III|A|A|A|A|A|A|P|IA|IA|Revolts in Germany|743|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Constantine V|Artavasdus|P|P|A|P|P|A|A|A|A|None|741|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Artavasdus|Constantine V (restored)|P|P|IP|P|P|A|A|A|A|None|743|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Al-Walid II|Yazid III|P|P|P|P|A|A|A|A|A|None|744|Confident|||False
Crisisdb|Power Transitions||Power Transition|Proto-Carolingian|fr_merovingian_emp_3|Childeric III|Pepin the Short|P|P|A|P|A|A|IA|A|P|None|751|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Constantine V (restored)|Leo IV, the Khazar|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|775|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Yazid III|Ibrahim|IP|A|A|IP|A|A|A|A|A|None|744|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Ibrahim|Marwan II|P|P|A|P|IP|A|A|A|A|None|744|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Hildeprand|Ratchis|P|P|A|P|A|A|A|A|A||749|Confident|||False
Crisisdb|Power Transitions||Power Transition|Umayyad Caliphate|sy_umayyad_cal|Marwan II|Abu al-Abbas al-Saffah|P|P|P|P|P|A|P|A|A|None|750|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|Panangkaran|Pannunggalan / Panaraban|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|784|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Ratchis|Aistulf|A|SU|A|SU|SU|SU|SU|SU|SU||756|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nara Kingdom|jp_nara|Empress Kōken (later Empress Shotoku)|Junnin|P|A|A|A|A|A|A|A|A|None|758|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|Abu al-Abbas al-Saffah|Al-Mansur|P|A|A|A|A|A|A|A|A|None|754|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire I|fr_carolingian_emp_1|Pepin the Short|Carloman I|P|A|A|P|A|A|P|A|IA|None|768|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|Stephen II|Paul I|P|A|A|P|A|A|A|P|A|None|757|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|Al-Mansur|Al-Mahdi|P|A|A|A|A|A|A|A|A|None|775|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty I|cn_tang_dyn_1|Suzong of Tang (Li Heng, Su Tsung)|Daizong of Tang (Li Yu, Li Chu, Tai Tsung|A|A|A|A|A|A|A|A|A|None|762|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|Krishna I|Govinda II|IA|IA|IA|SU|IA|IA|IA|IA|IA|None|774|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Aistulf|Charlemagne|P|P|A|A|A|A|A|P|A||774|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Aistulf|Ratchis|P|A|A|P|A|A|A|A|A||774|Confident|||False
Crisisdb|Power Transitions||Power Transition|Lombard Kingdom|it_lombard_k|Aistulf|Desiderius|A|A|A|A|A|A|A|A|A||774|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|Paul I|Stephen III|P|P|A|P|A|A|A|P|A|None|767|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nara Kingdom|jp_nara|Junnin|Empress Shōtoku (formerly Empress Kōken)|P|P|A|P|A|A|A|A|A|None|764|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty II|cn_tang_dyn_2|Daizong of Tang (Li Yu, Li Chu, Tai Tsung|Dezong of Tang (Li Kuo, Te Tsung)|A|A|A|A|A|A|A|A|A|None|779|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nara Kingdom|jp_nara|Empress Shōtoku (formerly Empress Kōken)|Kōnin|P|A|A|A|A|A|A|A|A|None|770|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pandya Dynasty|in_pandya_emp_2|Vargun I|Shrimar Shrivallabh|P|A|A|U|A|U|A|P|U||815|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Late Classic Tikal|gt_tikal_late_classic|Temple VI Ruler|"Yax Nuun Ayiin II (""Chitam"")"|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|768|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire I|fr_carolingian_emp_1|Carloman I|Charlemagne|A|A|A|A|A|A|IA|A|A|None|771|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|Stephen III|Hadrian I|P|A|A|A|A|A|A|P|A|None|772|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Classic Tikal|gt_tikal_late_classic|"Yax Nuun Ayiin II (""Chitam"")"|Nuun Ujol Kʼinich|A|A|A|A|A|A|A|A|A|None|790|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|Gopala I|Dharmapala|A|A|A|A|A|A|A|A|||800|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire I|fr_carolingian_emp_1|Charlemagne|Louis I|A|A|A|A|A|A|A|A|A|None|814|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nara Kingdom|jp_nara|Kōnin|Kanmu|P|A|A|A|A|A|A|A|A|None|781|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|Hadrian I|Leo III|A|A|A|A|A|A|A|A|A|None|795|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|Govinda II|Dharavarsha|P|P|SU|P|P|IA|IA|IA|P|None|780|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Leo IV, the Khazar|Constantine VI|P|P|P|P|A|A|A|A|A|None|780|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|Al-Mahdi|Al-Hadi|P|IP|SU|IP|A|A|A|P|A|Battle of Fakhkh|785|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty II|cn_tang_dyn_2|Dezong of Tang (Li Kuo, Te Tsung)|Shunzong of Tang (Li Song, Shun Tsung)|P|A|A|A|A|A|A|A|A|None|805|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|Dharavarsha|Govinda III|P|A|A|P|P|A|A|A|P|None|793|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Constantine VI|Irene (queen)|P|P|P|P|P|A|A|A|A|None|797|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|Kanmu|Heizei|A|A|A|A|A|A|A|A|A|None|806|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|Vatsaraja|Naghabata II|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|800|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|Pannunggalan / Panaraban|Warak|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|803|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|Al-Hadi|Harun al-Rashid|SU|SU|SU|A|A|A|A|A|A|None|786|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|Harun al-Rashid|Al-Amin|P|A|A|A|A|A|A|A|A|None|809|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|Govinda III|Amoghavarsha I|P|A|A|P|P|A|A|A|A|None|814|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Classic Tikal|gt_tikal_late_classic|Nuun Ujol Kʼinich|"Chitam II (""Dark Sun"")"|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|810|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|Leo III|Stephen IV|A|A|A|A|A|A|A|A|A|None|816|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Irene (queen)|Nicephorus I|P|P|A|P|P|A|A|A|A|None|802|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|Naghabata II|Ramabhadra|IP|A|A|IP|SU|SU|A|A|A|None|833|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|Dharmapala|Devapala|A|A|A|A|A|A|A|A|||839|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Pallava Empire|in_pallava_emp_2|Dantivarman|Nandivarman III|P||SU|A|SU|SU|P|P|P||846|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Nicephorus I|Stauracius|P|A|A|A|A|A|A|P|A|None|811|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|Jayavarman II|Jayavarman III|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|834|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|Warak|Gula|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|827|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty II|cn_tang_dyn_2|Shunzong of Tang (Li Song, Shun Tsung)|Emperor Xianzong (Li Chun, Hsien Tsung)|A|P|A|P|A|A|A|A|A|None|805|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty II|cn_tang_dyn_2|Emperor Xianzong (Li Chun, Hsien Tsung)|Muzong of Tang (Li Heng, Mu Tsung)|A|DIS|DIS|DIS|A|A|A|A|A|None|820|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|Heizei|Saga|P|A|A|A|A|A|A|A|A|None|809|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|Al-Amin|Al-Mamum|P|P|P|P|A|A|P|A|A|Fourth Fitna|813|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|Saga|Junna|A|A|A|A|A|A|A|A|A|None|823|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Classic Tikal|gt_tikal_late_classic|"Chitam II (""Dark Sun"")"|Jewel K'awil|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|849|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Stauracius|Michael I Rangabe|P|P|A|P|A|A|A|A|A|None|811|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Michael I Rangabe|Leo V, the Armenian|P|P|A|A|P|A|A|A|A|None|813|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Leo V, the Armenian|Michael II, the Amorian|P|P|P|P|P|A|A|A|A|None|820|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|Al-Mamum|Al-Mutasim|IP|A|A|A|A|A|A|A|A|None|833|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire I|fr_carolingian_emp_1|Louis I|Charles I, the Bald|P|A|A|P|P|A|A|A|A|Battle of Fontenoy (841)|840|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|Amoghavarsha I|Krishna II|A|A|A|A|A|A|A|A|A|None|877|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pandya Dynasty|in_pandya_emp_2|Shrimar Shrivallabh|Vargun II|P|P|A|A|A|P|A|P|U||862|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|Stephen IV|Paschal I|A|A|A|A|A|A|A|A|A|None|817|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|Paschal I|Eugene II|P|A|A|P|A|A|A|A|A|None|827|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty II|cn_tang_dyn_2|Muzong of Tang (Li Heng, Mu Tsung)|Jingzong of Tang (Li Zhan, Ching Tsung)|A|A|A|A|A|A|A|A|A|None|824|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire I|tr_byzantine_emp_1|Michael II, the Amorian|Theophilus|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|829|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|Junna|Ninmyō|A|A|A|A|A|A|A|A|A|None|833|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty II|cn_tang_dyn_2|Jingzong of Tang (Li Zhan, Ching Tsung)|Wenzong of Tang (Li Han, Wen Tsung)|P|P|P|P|A|A|A|A|A|None|827|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|Eugene II|Gregory IV|A|A|A|A|A|A|A|A|A|None|827|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|Gula|Gurang|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|829|Confident|||False
